SaO2,EMG,NEW AIR,ABDO RES,Start Time,End Time,Apnea/Hypopnea
96.5103634190381,0.20514222058880702,-3.5425929388854622,-0.0209201939191856,0,30,0
97.87630019582402,0.23656754424368737,-3.9030269039079584,0.026137355397073753,30,60,0
97.4209201190203,0.18427240821844068,-4.111959169495329,0.0033703103209543036,60,90,0
97.967345693141,0.052956193750345264,-4.332785608623634,0.014501122806813356,90,120,0
98.04531929503318,0.144579668628097,-4.620145569416667,-0.003957429522788379,120,150,0
98.04531929503318,0.17736206096085555,-3.6927571522164446,0.01265849918388501,150,180,0
96.84880852470691,-0.038614117986056885,-3.8576895257418284,-0.019589767682004523,180,210,0
68.0209557234048,0.38700014540050665,-3.110502743467834,0.014297208542202258,210,240,0
96.02858523435316,-0.021532416963834528,-1.8617628978151461,0.029676585193148433,240,270,0
96.0936395310394,0.1820351215361842,-0.7144523488312461,-0.017333596623034242,270,300,0
97.33033239236033,0.4095713974004786,0.24328319285499292,-0.00346019303035451,300,330,0
97.34355687800411,0.0957957144353065,0.182942219115091,0.0663276377878125,330,360,0
97.60331629409224,0.32151145406536824,0.6941638343255706,-0.014862406568476946,360,390,0
97.62915490450395,0.3955826187188464,0.4492479802586675,-0.03187666957325379,390,420,0
96.26286208387377,0.2442671223567233,0.3659264574371683,0.0156961050947916,420,450,0
96.32806897077899,0.10785649974494652,-0.07064990785535,0.0009903010732679918,450,480,0
96.36713206683453,-0.08960628112932398,0.46209163897895983,0.004646418982771442,480,510,0
97.35632359299102,0.039669150015250634,-0.01981269945523308,0.004283751048834243,510,540,0
96.23692174664939,0.4469331768634398,0.4008448716328397,0.015187901165769941,540,570,0
96.60151064316779,0.06922335091450944,-0.07347302580413011,0.004827174602308071,570,600,0
94.08845146359454,0.20328167081204185,-0.42651380331782296,0.008808763730610883,600,630,0
93.88011495129828,0.1721173534303965,-0.12164213168850052,0.00510119088309037,630,660,0
94.11449352763157,0.19756320174776784,-0.5674953122924541,0.0038924668714093178,660,690,0
94.08845146359454,0.19806198519891394,-0.45008448311414884,0.008126917065003113,690,720,0
94.1405355916686,0.18505287741493306,-0.1500006968081694,0.0075033887146072975,720,750,0
94.03636733552047,0.21294597134350626,-0.2435156107305076,0.002469165787084475,750,780,1
95.07804989700162,0.22178151600697524,-0.6044962009286876,0.007711290163531069,780,810,0
94.34887210396482,0.17975737515295478,-0.4192927938385095,0.01085505213550444,810,840,0
94.81762925663134,0.23565930302350208,-0.16461997326764435,0.0040549678680413676,840,870,0
95.31242847333488,0.21225189173471204,-0.4051665361015344,0.00484997344323705,870,900,0
95.31242847333488,0.22550354707252657,-0.09847448867084783,0.009910989765366663,900,930,0
95.33847053737189,0.16983422007212948,-0.14669324535031236,0.0040980898449703585,930,960,0
95.31242847333488,0.19284297679707887,-0.6447820613575695,0.004399835237702794,960,990,0
95.31242847333485,0.165867688237653,-0.2172535042208724,0.009742313702343268,990,1020,0
95.31242847333488,0.20251023925565012,-0.3854393899660809,0.006675526243324885,1020,1050,0
95.31242847333485,0.18245421534884515,-0.5580032144631282,0.005034655539953903,1050,1080,0
94.96086060883499,0.18747260027686394,-0.1531541798043439,0.007627745519302854,1080,1110,0
94.75252409653874,0.19892605640520258,-0.6396007875223897,0.005800668124141928,1110,1140,0
95.62493324177922,0.21010002977983208,-0.19451964524746496,0.004272996760227907,1140,1170,0
95.36451260140893,0.1816406828097021,-0.5959314251268578,0.009179245310431699,1170,1200,0
95.3384705373719,0.23026865225253304,-0.345255881148799,0.004483790824295116,1200,1230,0
95.31242847333486,0.18992923919954532,-0.016401306101132055,0.0047074814210372184,1230,1260,0
95.31242847333488,0.2172261787448477,-0.44763045014202163,0.009960670298740574,1260,1290,0
95.31242847333488,0.21680314188719685,-0.0330992135582449,0.0035386931388923805,1290,1320,0
95.36451260140892,0.20781853037833425,-0.023969869516817656,0.009143497331358406,1320,1350,0
95.31242847333486,0.20082360299642646,-0.4356228171432212,0.006190161049851889,1350,1380,0
95.31242847333488,0.18638239915829943,0.048702692635713855,0.0037018908945517337,1380,1410,0
95.31242847333488,0.1927602074722548,0.23306427211756645,0.008130276454433342,1410,1440,0
95.31242847333486,0.20558430837231426,-0.1768507109481918,0.005873951418433424,1440,1470,0
94.531166552224,0.20871475023291133,-0.38975468484366416,0.009264078183636348,1470,1500,0
95.31242847333488,0.2176187390110845,-0.5613990373398432,0.0066683892717275435,1500,1530,0
95.31242847333488,0.17812493024612722,-0.25326065223120237,0.005641491940447596,1530,1560,0
95.27336537727932,0.19933787598303535,-0.09912258198556219,0.006508891157489544,1560,1590,0
94.76554512855728,0.2161637248542127,0.09025162449371824,0.005904164813377072,1590,1620,0
